sr_fecha (Día);sr_plaza;Cod Enlaza;sr_remitente;sr_ps;sr_ori;sr_des;Total Palets ;Facturación€;Coste€
01/04/2026;461;461000512;461000512 INFORTISA S.L.;01;461;283;1;42,11;24
01/04/2026;461;461000512;461000512 INFORTISA S.L.;01;461;301;4;230,97;143,56
01/04/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;119;1;56,46;37,45
01/04/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;181;1;109,62;49,84
01/04/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;283;1;59,32;37,96
01/04/2026;461;461000529;461000529 PIGMENTOS UNIVERSALES S.L.U;02;461;412;1;106,5;75,68
01/04/2026;461;461000539;"461000539 VIUDA DE JOSE MARIA ROS BAIXAULI, S.L.";17;461;461;1;44,8;33,92
01/04/2026;461;461000558;461000558 ENERVIL ENERGIA;01;283;461;9;282,78;0
01/04/2026;461;461000558;461000558 EXP 555570394836 EN VUESTRAS INSTAL;01;311;319;1;0;0
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;031;1;62,67;44,95
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;032;1;68,95;52,45
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;089;8;525,75;340,28
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;283;2;135,03;94,14
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;291;1;99,94;67,57
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;292;2;164,06;122,74
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;701;4;398,97;337,55
01/04/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;702;4;265,96;203,76
01/04/2026;461;461000565;"461000565 DECORA TROPIC, S.L.U.";02;461;031;7;430,42;264,95
01/04/2026;461;461000604;461000604 ELEMA S.L.;01;461;363;1;67,23;43,72
01/04/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;119;1;59,05;54,56
01/04/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;283;1;44,46;33,73
01/04/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;439;4;183,37;137,1
01/04/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";17;461;461;7;244,09;186,48
01/04/2026;461;461000615;461000615 IT - LOMUSA - LORENZO MUÑOZ S.A.;01;283;461;1;50,26;43,7
01/04/2026;461;461000630;"461000630 THE ANIMAL STORE, S.L.";02;461;192;6;400,59;320,7
01/04/2026;461;461000630;"461000630 THE ANIMAL STORE, S.L.";02;461;291;1;64,92;59,28
01/04/2026;461;461000630;"461000630 THE ANIMAL STORE, S.L.";02;461;482;7;388,72;426,97
01/04/2026;461;461000644;461000644 BER-TRANS COLAU;05;031;179;2;205,35;131,52
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;01;461;062;1;96,63;76,33
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;01;461;231;1;82,17;63,39
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;031;1;28,68;21,98
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;062;4;311;237,88
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;109;1;74,93;61,11
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;283;1;32,92;20,36
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;301;6;253,83;204,99
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;31E;1;59,59;49,03
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;411;3;196,16;160,38
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;471;5;346,69;270,4
01/04/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;17;461;461;4;188,74;128,45
01/04/2026;461;461000657;"461000657 KENAY RETAIL, S.L.U";01;461;411;3;284,68;183,33
01/04/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;119;2;148,36;112,4
01/04/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;283;4;235,96;142,68
01/04/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;292;1;71,38;52,38
01/04/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;361;1;80,15;57,94
01/04/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;411;1;108,28;55,73
01/04/2026;461;461000659;461000659 ILOT INTERIORS S.L.;17;461;461;1;43,62;30,61
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;031;1;39,33;25,11
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;089;6;445,04;283,35
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;201;1;87,08;58,38
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;283;2;148,18;94,14
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;291;2;180,67;134,54
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;292;1;65,6;54,56
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;301;2;148,18;93,64
01/04/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;303;1;74,09;47,12
01/04/2026;461;461000686;461000686 DRESS-WORK SLU;02;461;439;1;61,58;44,21
01/04/2026;461;461000691;"461000691 GUEROLA, S.A.";02;461;149;1;76,18;60,7
01/04/2026;461;461000691;"461000691 GUEROLA, S.A.";02;461;181;2;188,57;145,56
01/04/2026;461;461000693;461000693 AMADO SALVADOR SAU;01;461;152;1;99,66;77,78
01/04/2026;461;461000693;461000693 AMADO SALVADOR SAU;02;461;031;2;111,07;76,38
01/04/2026;461;461000735;461000735 SUMINISTROS HOSTELEROS ALBAIDA;02;461;222;3;217,95;132,24
01/04/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;089;1;35,93;33,73
01/04/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;411;1;52,22;47,3
01/04/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;501;1;40,91;41,46
01/04/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;PTO;1;97,68;78,85
01/04/2026;461;461000777;461000777 ECOMMERCE AND QUALITY TRADING SLU;01;461;816;1;210;0
01/04/2026;461;461000815;461000815 FRITOPER S.L.;02;461;089;2;108,49;55,86
01/04/2026;461;461000815;461000815 FRITOPER S.L.;02;461;391;1;67,19;46,05
01/04/2026;461;461000815;461000815 FRITOPER S.L. (MICRO);01;461;471;4;273,48;163,16
01/04/2026;461;461000819;461000819 TECATEL S.L.;02;461;PTL;1;136,44;95,38
01/04/2026;461;461000820;461000820 GLOBAL BLOCK S.L.;02;461;089;1;74,26;35,67
01/04/2026;461;461000843;461000843 DISSENY I MUNTATGES ELECTRONICS SAL;01;461;303;1;61,4;42,57
01/04/2026;461;461000873;461000873 GAVIPLAS SL;01;461;401;5;346,9;254,05
01/04/2026;461;461000898;461000898 APINECO SL;02;461;271;1;87,72;61,99
01/04/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;031;1;55,58;36,49
01/04/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;072;2;244,75;192,45
01/04/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;073;3;401,76;317,22
01/04/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;089;1;78,6;37,96
01/04/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;292;1;70,3;46,21
01/04/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;PTO;5;684,78;389,24
01/04/2026;461;461000906;461000906 TRANSPED SHIPPING LEVANTE SL;02;461;PTL;6;429,2;212,66
01/04/2026;461;461000914;461000914 PROMETAL SECURITY SEALS SL;02;461;283;1;66,96;51,72
01/04/2026;461;461000914;461000914 PROMETAL SECURITY SEALS SL;02;461;429;1;73,23;51,47
01/04/2026;461;461000932;461000932 DHL - CONFORAMA ZARAGOZA;01;501;281;1;50,72;56,25
01/04/2026;461;461000950;461000950 MOIXENT INDUSTRIAL PLASTIC SL;02;461;119;3;238,46;198,27
01/04/2026;461;461000994;461000994 MERCADONA;01;073;461;2;285,86;202,86
01/04/2026;461;461000994;461000994 MERCADONA 1076;25;011;471;1;78,16;52,26
01/04/2026;461;461000994;461000994 MERCADONA 4519;01;072;461;1;198,27;145,86
01/04/2026;461;461000999;"461000999 VERNIPRENS, S.A";01;461;089;1;83,94;62,46
01/04/2026;461;461000999;"461000999 VERNIPRENS, S.A";17;461;461;4;172,3;101,34
01/04/2026;461;461001049;461001049 CLEAN UP SOLUTIONS IBERIA SL;02;461;439;1;43,57;35,34
01/04/2026;461;461001073;461001073 GRAF - ENCUADERNACIONES;01;461;128;3;132,84;94,59
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;01;461;502;1;68,54;47,52
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;149;3;198,87;162,61
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;152;4;339,77;275,33
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;271;5;370,61;284,29
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;501;1;56,91;41,9
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;611;4;608,31;453,36
01/04/2026;461;461001102;461001102 LABORATORIOS JG S.L;17;461;461;1;33,39;20,12
01/04/2026;461;461001122;461001122 PEDRO PÉREZ MARTÍNEZ S.L.U.;17;461;461;1;50,8;44,48
01/04/2026;461;461001153;461001153 TECNOC;02;461;391;1;72,33;49,01
01/04/2026;461;461001156;461001156 UTISTIL S.L;01;461;089;1;82,57;44,31
01/04/2026;461;461001156;461001156 UTISTIL S.L (BLUESPACE);01;089;461;1;70,44;35,17
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;031;3;125,81;107,19
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;032;1;47,89;42,56
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;089;5;216,41;151,31
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;159;1;48,29;34,47
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;283;10;432,94;337,55
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;291;3;178,61;158,39
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;371;2;112,41;93,76
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;411;2;104,19;88,18
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;471;2;105,93;86,08
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;501;3;145,22;136,22
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;PTL;3;331,25;271,85
01/04/2026;461;461001166;461001166 NOATUM LOGISTICS;17;461;461;5;151,72;126,46
01/04/2026;461;461001183;461001183 VALLES PLASTIC FILM SL;01;461;271;5;508,55;323,95
01/04/2026;461;461001183;461001183 VALLES PLASTIC FILM SL;01;461;291;1;79,16;54,56
01/04/2026;461;461001185;461001185 ENERLUXE SMART TECHNOLOGIES S.L;02;461;502;1;60,36;44,32
01/04/2026;461;461001191;461001191 TALLERES PORTOLES SL;01;461;031;2;171,46;104,9
01/04/2026;461;461001191;461001191 TP - INDUSTRIAL. ELECTROLITICA LEVA;17;461;461;2;80,75;47,4
01/04/2026;461;461001198;461001198 FRANLINS HERRAJES Y COMPLEMENTOS S.L.;17;461;461;3;151,8;99,96
01/04/2026;461;461001205;461001205 CARLOTA FOODS S.L.;02;461;089;2;122,51;79,53
01/04/2026;461;461001205;461001205 CARLOTA FOODS S.L.;17;461;461;1;46,37;41,06
01/04/2026;461;461001211;461001211 GRU - EXCLUSIVAS DISHER LEVANTE;17;461;461;1;38,01;28,49
01/04/2026;461;461001211;461001211 GRU - SHIBATA FENDER TEAM;01;461;291;1;50,26;34,14
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;031;4;193,75;146,21
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;032;1;47,01;34,55
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;089;9;477,39;277,47
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;159;3;245,63;220,56
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;179;1;66,13;46,6
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;211;2;121,74;113,48
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;241;4;261,68;235,14
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;26E;1;69,09;37,41
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;271;2;171,33;150,78
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;283;6;309,33;234,04
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;361;4;295,6;273,36
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;363;2;132,96;122,58
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;451;2;101,24;85,98
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;02;461;283;1;46,81;18,79
01/04/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;02;461;363;2;162,64;135,62
01/04/2026;461;461001231;461001231 RAORSA MAQUINARIA SL;01;461;251;1;70,26;44,84
01/04/2026;461;461001249;461001249 INFORCODE SL;01;461;041;1;67,89;44,14
01/04/2026;461;461001258;461001258 FUNDICIONES CUESTA S.L.;02;461;328;1;132,8;98,27
01/04/2026;461;461001270;461001270 HID - AQUAVERSO S.L.U.;01;292;461;1;85,47;57,59
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;01;461;031;1;42,34;26,5
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;01;461;301;3;191,76;107,66
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;02;461;089;2;127;61,34
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;02;461;283;1;51,21;23,73
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;02;461;411;1;56,94;32,3
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;02;461;451;3;173,66;104,37
01/04/2026;461;461001270;461001270 TRATAMIENTO INTEGRAL DEL AGUA;02;461;PTL;1;70,03;51,55
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;089;4;172,57;142,08
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;119;2;101,55;112,4
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;149;3;158,05;160,29
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;181;2;95,68;94,72
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;192;1;41,63;47,56
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;201;1;47,77;49,94
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;283;8;309,02;278,7
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;331;4;191,07;210,34
01/04/2026;461;461001274;461001274 PLA ALBERT SL;02;461;363;3;152,32;173,22
01/04/2026;461;461001281;461001281 COMPAÑIA VITIVINICOLA;02;461;089;2;140,88;109,12
01/04/2026;461;461001281;461001281 COMPAÑIA VITIVINICOLA;02;461;119;1;81,08;58,44
01/04/2026;461;461001307;461001307 HINOJOSA PACKAGING SLU -- FOODSERVICE;01;461;PTL;1;118,13;85,15
01/04/2026;461;461001307;461001307 HINOJOSA PACKAGING SLU -- FOODSERVICE;02;461;PTL;5;577,1;408,25
01/04/2026;461;461001311;461001311 GRUPO GESALPI SLNE - HUSSE;02;461;331;1;47,91;32,19
01/04/2026;461;461001317;461001317 CHERUBINO BALSANGIACOMO SA;01;461;283;1;61,74;44,31
01/04/2026;461;461001317;461001317 CHERUBINO BALSANGIACOMO SA;17;461;461;1;52,9;38,64
01/04/2026;461;461001328;461001328 MSB - CARCAR;02;461;211;1;287,13;68,56
01/04/2026;461;461001344;461001344 TST NO TEJIDO S.L;17;461;461;1;44,02;39,09
01/04/2026;461;461001345;"461001345 SEIPASA,S.A";01;461;411;5;492,37;392,3
01/04/2026;461;461001348;461001348 PAVICRET S.L. - BRICOLAJES BRICOMAN;02;461;031;1;47,8;34,31
01/04/2026;461;461001352;461001352 TEYCOVAL 2010 SL;01;461;031;1;26,34;23,64
01/04/2026;461;461001352;461001352 TEYCOVAL 2010 SL;01;461;089;2;116,01;83,42
01/04/2026;461;461001352;461001352 TEYCOVAL 2010 SL;01;461;128;1;53,81;37,61
01/04/2026;461;461001352;461001352 TEYCOVAL 2010 SL;01;461;181;1;33,05;31,79
01/04/2026;461;461001352;461001352 TEYCOVAL 2010 SL;01;461;292;1;32,71;29,6
01/04/2026;461;461001367;461001367 GLOBALPAPEL SERVICIOS INDUSTRIALES;02;461;451;3;216,51;174,06
01/04/2026;461;461001369;461001369 EXP - METALESA SEGURIDAD VIAL S.L.;01;461;01E;1;46,56;28,37
01/04/2026;461;461001378;"461001378 LAMIPOL, SL";01;461;031;1;63,64;47,25
01/04/2026;461;461001378;"461001378 LAMIPOL, SL";01;461;089;1;43,02;25,39
01/04/2026;461;461001378;"461001378 LAMIPOL, SL";01;461;412;6;479,5;357,65
01/04/2026;461;461001378;"461001378 LAMIPOL, SL";01;461;471;2;126,72;93,73
01/04/2026;461;461001385;461001385 ARQUISOLUX CARBUTTI SL - NATURCLAY;01;461;PTL;1;126,37;82,73
01/04/2026;461;461001385;461001385 ARQUISOLUX CARBUTTI SL - NATURCLAY;17;461;461;1;31,74;20,12
01/04/2026;461;461001393;"461001393 SALAMANDRA LUZ, SL";01;461;031;4;197,45;137,2
01/04/2026;461;461001395;"461001395 VIELONG, S.L.";01;461;451;1;76,4;46,04
01/04/2026;461;461001404;"461001404 NEGOCIOS INTELIGENTES 7EXPERIENCE,";01;461;283;2;118,24;75,92
01/04/2026;461;461001404;"461001404 NEGOCIOS INTELIGENTES 7EXPERIENCE,";17;461;461;1;37,11;24
01/04/2026;461;461001413;461001413 IBERIAN VENDING INDUSTRIES;02;461;031;1;52,55;34,31
01/04/2026;461;461001413;461001413 IBERIAN VENDING INDUSTRIES;02;461;072;1;111,96;83,57
01/04/2026;461;461001414;461001414 SANIDECO TRADING SL;01;461;031;2;89,07;76,09
01/04/2026;461;461001414;461001414 SANIDECO TRADING SL;01;461;089;2;71,12;44,04
01/04/2026;461;461001420;"461001420 MARLOSA, S.L.";02;461;439;1;48,07;24,93
01/04/2026;461;461001437;461001437 TWENTYSIX RACING SL;01;461;099;1;90,09;64,18
01/04/2026;461;461001437;461001437 TWENTYSIX RACING SL;02;461;442;2;165,81;102,34
01/04/2026;461;461001447;461001447 LUCAPSMATIC SL;01;461;01E;1;53,95;24,79
01/04/2026;461;461001447;461001447 LUCAPSMATIC SL;01;461;089;2;81,42;44,04
01/04/2026;461;461001447;461001447 LUCAPSMATIC SL;01;461;391;1;56,11;34,48
01/04/2026;461;461001447;461001447 LUCAPSMATIC SL;01;461;439;1;45,08;26,6
01/04/2026;461;461001451;461001451 AZA – LABORATORIOS KIN;01;461;451;7;465,75;303,59
01/04/2026;461;461001451;461001451 AZA – LABORATORIOS KIN;01;461;501;1;56,8;47,52
01/04/2026;461;461001462;461001462 IMCOVEL - TIMBRADOS VALENCIA;01;461;062;2;119,35;129,28
01/04/2026;461;461001462;461001462 IMCOVEL - TIMBRADOS VALENCIA;01;461;089;3;105,78;108,06
01/04/2026;461;461001462;461001462 IMCOVEL - TIMBRADOS VALENCIA;01;461;152;1;59,43;53,71
01/04/2026;461;461001462;461001462 IMCOVEL - TIMBRADOS VALENCIA;01;461;283;5;154,15;160,85
01/04/2026;461;461001462;461001462 IMCOVEL - TIMBRADOS VALENCIA;01;461;328;1;83,82;75,39
01/04/2026;461;461001462;461001462 IMCOVEL - TIMBRADOS VALENCIA;01;461;482;1;50,08;61,04
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;059;3;263,32;182,55
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;089;1;69,65;52,54
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;128;5;275,74;182,78
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;149;16;1154,57;918,75
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;331;4;372,11;276,43
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;363;1;84,8;60,01
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;411;12;1092,59;862
01/04/2026;461;461001491;"461001491 DREAM HOME TEXTIL, S.L.";01;461;439;2;133,58;94,08
01/04/2026;461;461001491;461001491 FRANCISCO JAVIER PASCUALENA CEREZO;05;439;461;2;133,57;108,98
01/04/2026;461;461001518;461001518 AGV BONAIRE;01;461;283;1;53,91;33,23
01/04/2026;461;461001518;461001518 AGV QUART 2;01;461;283;1;98,87;61,98
01/04/2026;461;461001531;461001531 BIZERBA IBERIA ESPAÑA SA;01;461;283;1;52,01;37,96
01/04/2026;461;461001531;461001531 BIZERBA IBERIA ESPAÑA SA;02;461;301;1;51,88;36,03
01/04/2026;461;461001547;461001547 JALANCINA NATURE SL;01;461;031;1;50,43;40,85
01/04/2026;461;461001548;461001548 MOVIPLAST PACKAGING SL;02;461;089;2;109,95;88,74
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;02E;4;231,97;166,64
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;031;3;153,56;109,53
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;062;1;74,27;67,96
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;109;3;201,66;194,28
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;231;5;374,31;296,95
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;26E;1;47,54;21,45
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;292;3;180,03;152,34
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;301;5;288,38;213,75
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;01;461;482;1;53,87;30,38
01/04/2026;461;461001551;461001551 HIDRO WATER SLU;17;461;461;3;101,91;71,8
01/04/2026;461;461001562;"461001562 GOTE, S.A.";01;461;089;1;49,64;37,96
01/04/2026;461;461001562;"461001562 GOTE, S.A.";01;461;291;1;65,91;54,56
01/04/2026;461;461001562;"461001562 GOTE, S.A.";01;461;301;2;90,98;64,18
01/04/2026;461;461001562;"461001562 GOTE, S.A.";01;461;331;1;76,17;58,67
01/04/2026;461;461001562;"461001562 GOTE, S.A.";17;461;461;5;181,78;136,45
01/04/2026;461;461001566;461001566 EXPORT TRADING TEXTILE SL;01;461;301;1;42,36;29,11
01/04/2026;461;461001566;461001566 EXPORT TRADING TEXTILE SL;02;461;301;2;121,7;90,72
01/04/2026;461;461001570;461001570 OUTSOURCING NEGOCIOS SL;01;461;089;1;68,37;49,67
01/04/2026;461;461001570;461001570 OUTSOURCING NEGOCIOS SL;01;461;391;1;100,07;71,57
01/04/2026;461;461001570;461001570 OUTSOURCING NEGOCIOS SL;01;461;411;1;91,83;65,88
01/04/2026;461;461001570;461001570 OUTSOURCING NEGOCIOS SL;17;461;461;1;42,29;33,21
01/04/2026;461;461001572;461001572 HEAD AZA;01;461;411;1;73,88;53,36
01/04/2026;461;461001573;461001573 ACT AZA;02;461;251;2;140,43;118,12
01/04/2026;461;461001576;"461001576 CREACIONES MENG, S.L.";02;461;PTL;3;258,73;205,87
01/04/2026;461;461001576;"461001576 CREACIONES MENG, S.L.";02;461;PTO;2;138,48;106,6
01/04/2026;461;461001579;461001579 GENERAL OIL S.L;02;461;02E;1;48,07;34,25
01/04/2026;461;461001579;461001579 GENERAL OIL S.L;02;461;221;1;64,89;56,64
01/04/2026;461;461001582;461001582 MILAN BAÑOS ESPAÑA SL;01;461;283;1;49,64;37,96
01/04/2026;461;461001582;461001582 MILAN BAÑOS ESPAÑA SL;17;461;461;1;35,41;26,04
01/04/2026;461;461001601;461001601 DISCECA 2002 SL;02;461;02E;1;66,63;44,98
01/04/2026;461;461001602;461001602 STOCK BATHROOM SCREENS 2023 SL;01;461;041;1;98,63;79,55
01/04/2026;461;461001602;461001602 STOCK BATHROOM SCREENS 2023 SL;01;461;PTL;1;105,92;82,73
01/04/2026;461;461001602;461001602 STOCK BATHROOM SCREENS 2023 SL;02;461;PTL;2;211,84;165,46
01/04/2026;461;461001602;461001602 STOCK BATHROOM SCREENS 2023 SL;02;461;PTO;2;191,94;150,61
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;01;461;089;1;48,91;30,22
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;01;461;283;1;48,91;30,22
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;01;461;361;1;84,58;55,49
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;01;461;391;1;77,54;50,51
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;062;1;73,82;43,14
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;152;1;70,1;43,55
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;192;1;62,47;39,82
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;231;3;224,07;142,98
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;271;1;76,67;49,89
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;411;4;293,19;190,96
01/04/2026;461;461001621;461001621 LABORATORIOS BELLOCH S.A;02;461;412;1;43,02;25,34
01/04/2026;461;461001630;461001630 MONTESA PRODUCTOS CARAMICOS;17;461;461;1;38,53;28,49
01/04/2026;461;461001634;461001634 MARBUENO S.L;02;461;119;17;1235,58;789,82
01/04/2026;461;461001634;461001634 MARBUENO S.L;17;461;461;3;99,27;68,61
01/04/2026;461;461001636;461001636 PRALINE FOODS & BAKERY SL;01;461;031;1;53,64;28,75
01/04/2026;461;461001638;"461001638 AIMSA GRUPO TEXTIL, SL";01;461;816;2;682,19;0
01/04/2026;461;461001647;461001647 PREPARADOS NATURALES EL PAELLER;17;461;461;5;168,95;111,02
01/04/2026;461;461001650;461001650 ABANICO EXPRESS S.L.;01;461;073;1;117,4;56,73
01/04/2026;461;461001652;461001652 NUEVAS TECNICAS QUIMICAS SL;02;461;099;3;287,54;188,31
01/04/2026;461;461001655;461001655 GRAFICAS ARROWS S.L;02;461;283;3;133,14;65,67
01/04/2026;461;461001665;461001665 CHOCOLATES HIGON S.L;01;461;192;8;747,03;464,4
